"Gene.name"	"Mouse.gene.name"
"BUD31"	"Bud31"
"SERINC3"	"Serinc3"
"CD81"	"Cd81"
"MOB4"	"Mob4"
"HSPE1-MOB4"	"Mob4"
"OTUD4"	"Otud4"
"ITGB7"	"Itgb7"
"ANKRD17"	"Ankrd17"
"BHLHE40"	"Bhlhe40"
"GTF2H1"	"Gtf2h1"
"LCP1"	"Lcp1"
"DDRGK1"	"Ddrgk1"
"TXNDC11"	"Txndc11"
"PRRC2C"	"Prrc2c"
"ARF1"	"Arf1"
"GMFG"	"Gmfg"
"PSMC4"	"Psmc4"
"ANAPC13"	"Anapc13"
"PCNP"	"Pcnp"
"RNF2"	"Rnf2"
"BSG"	"Bsg"
"RBMS1"	"Rbms1"
"ZFP91-CNTF"	"Zfp91"
"ZFP91"	"Zfp91"
"CHD1"	"Chd1"
"PPP2CA"	"Ppp2ca"
"PAN3"	"Pan3"
"KDM5B"	"Kdm5b"
"ITGA6"	"Itga6"
"BTG2"	"Btg2"
"ECE1"	"Ece1"
"RSF1"	"Rsf1"
"ATXN7L3B"	"Atxn7l3b"
"UBL3"	"Ubl3"
"NUCB2"	"Nucb2"
"MAK16"	"Mak16"
"UPF2"	"Upf2"
"TACC1"	"Tacc1"
"NDUFAB1"	"Ndufab1"
"NUFIP2"	"Nufip2"
"TBL1XR1"	"Tbl1xr1"
"NRDC"	"Nrd1"
"IGLL1"	"Iglc2"
"PHF20L1"	"Phf20l1"
"AZIN1"	"Azin1"
"R3HDM2"	"R3hdm2"
"CYTIP"	"Cytip"
"ITGB1"	"Itgb1"
"TONSL"	"Tonsl"
"DRAP1"	"Drap1"
"PPP3CB"	"Ppp3cb"
"GLA"	"Gla"
"SMDT1"	"Smdt1"
"COX5B"	"Cox5b"
"CDKN1A"	"Cdkn1a"
"CTNNB1"	"Ctnnb1"
"ARIH1"	"Arih1"
"BRIX1"	"Brix1"
"DYNC1H1"	"Dync1h1"
"PAPOLA"	"Papola"
"SPPL2A"	"Sppl2a"
"PURB"	"Purb"
"ANKHD1-EIF4EBP3"	"Ankhd1"
"ANKHD1"	"Ankhd1"
"SDHC"	"Sdhc"
"HK2"	"Hk2"
"CLIP1"	"Clip1"
"CFDP1"	"Cfdp1"
"S100A10"	"S100a10"
"ACTR3"	"Actr3"
"RPS2"	"Rps2"
"USP16"	"Usp16"
"FOSB"	"Fosb"
"SFT2D1"	"Gm12166"
"STK40"	"Stk40"
"CD14"	"Cd14"
"PSMB10"	"Psmb10"
"LAMTOR3"	"Lamtor3"
"TRIM8"	"Trim8"
"LAMP1"	"Lamp1"
"PSMA1"	"Psma1"
"SERINC1"	"Serinc1"
"ZMAT2"	"Zmat2"
"RALBP1"	"Ralbp1"
"NFE2L1"	"Nfe2l1"
"NOP14"	"Nop14"
"KDELR2"	"Kdelr2"
"SBDS"	"Sbds"
"ZC3H13"	"Zc3h13"
"ZCRB1"	"Zcrb1"
"UBE3A"	"Ube3a"
"TMBIM6"	"Tmbim6"
"VMP1"	"Vmp1"
"BAX"	"Bax"
"UQCR10"	"Uqcr10"
"UBE2D2"	"Ube2d2a"
"LGALS1"	"Lgals1"
"DDA1"	"Dda1"
"IRF1"	"Irf1"
"LDHA"	"Ldha"
"EIF4E2"	"Eif4e2"
"ATP5PD"	"Atp5h"
"POLR2K"	"Polr2k"
"SELENOK"	"Selenok"
"PPP1R15B"	"Ppp1r15b"
"PPIB"	"Ppib"
"DDX24"	"Ddx24"
"TCF25"	"Tcf25"
"SRP19"	"Srp19"
"ARHGEF1"	"Arhgef1"
"SOAT1"	"Soat1"
"CD63"	"Cd63"
"NDUFB7"	"Ndufb7"
"STX7"	"Stx7"
"MED13"	"Med13"
"CCR7"	"Ccr7"
"CDK12"	"Cdk12"
"NDUFA3"	"Ndufa3"
"WDR43"	"Wdr43"
"CDC5L"	"Cdc5l"
"HNRNPA0"	"Hnrnpa0"
"HINT1"	"Hint1"
"CAST"	"Cast"
"ZNF106"	"Zfp106"
"TEX10"	"Tex10"
"AC008695.1"	"Rapgef6"
"RAPGEF6"	"Rapgef6"
"TRA2B"	"Tra2b"
"COTL1"	"Cotl1"
"PRPF4B"	"Prpf4b"
"SUMO1"	"Sumo1"
"MRPL28"	"Mrpl28"
"SRPK1"	"Srpk1"
"STAT3"	"Stat3"
"HMG20B"	"Hmg20b"
"MEF2A"	"Mef2a"
"MT-ND5"	"mt-Nd5"
"ARHGDIB"	"Arhgdib"
"SLTM"	"Sltm"
"VIM"	"Vim"
"MRPL30"	"Mrpl30"
"AC079447.1"	"Mrpl30"
"TAF1D"	"Taf1d"
"EMC7"	"Emc7"
"CREB3"	"Creb3"
"AIMP1"	"Aimp1"
"DDIT3"	"Ddit3"
"AHNAK"	"Ahnak"
"BOLA3"	"Bola3"
"CLEC12A"	"Clec12a"
"ZNF148"	"Zfp148"
"SNX4"	"Snx4"
"CRYZL1"	"Cryzl1"
"HMOX1"	"Hmox1"
"DBF4"	"Dbf4"
"ZNF622"	"Zfp622"
"CDC42"	"Cdc42"
"COX16"	"Cox16"
"PET100"	"Pet100"
"STK25"	"Stk25"
"RHOB"	"Rhob"
"ID2"	"Id2"
"ATP5F1C"	"Atp5c1"
"MRPS6"	"Mrps6"
"KIF1B"	"Kif1b"
"CAPZB"	"Capzb"
"CD37"	"Cd37"
"SLPI"	"Slpi"
"CEBPB"	"Cebpb"
"PTPN1"	"Ptpn1"
"SPCS1"	"Spcs1"
"TMSB10"	"Tmsb10"
"CCT8"	"Cct8"
"NAB1"	"Nab1"
"MSI2"	"Msi2"
"GRIP2"	"Grip2"
"TPR"	"Tpr"
"AC100852.1"	"Vaultrc5"
"RPPH1"	"Rpph1"
"AC007679.3"	"Vaultrc5"
"VTRNA2-2P"	"Vaultrc5"
"NDEL1"	"Ndel1"
"SBNO2"	"Sbno2"
"SNORD118"	"Snord118"
"PSMC6"	"Psmc6"
"EIF3A"	"Eif3a"
"XRN2"	"Xrn2"
"TRAPPC3"	"Trappc3"
"EPRS1"	"Eprs"
"ROCK1"	"Rock1"
"HNRNPL"	"Hnrnpl"
"AC008982.1"	"Hnrnpl"
"KCTD12"	"Kctd12"
"EIF1AX"	"Eif1ax"
"THOC2"	"Thoc2"
"CCT4"	"Cct4"
"SH3BGRL3"	"Sh3bgrl3"
"CAPG"	"Capg"
"ZC3HAV1"	"Zc3hav1"
"ELOC"	"Eloc"
"PPP2R2A"	"Ppp2r2a"
"SF3B1"	"Sf3b1"
"TMEM33"	"Tmem33"
"RBM39"	"Rbm39"
"MIF4GD"	"Mif4gd"
"WSB1"	"Wsb1"
"TBRG1"	"Tbrg1"
"CTSH"	"Ctsh"
"PPP6R1"	"Ppp6r1"
"DHX9"	"Dhx9"
"ATP5F1E"	"Atp5e"
"RBX1"	"Rbx1"
"HLA-DQB1"	"H2-Ab1"
"HLA-DQB2"	"H2-Ab1"
"CCDC59"	"Ccdc59"
"SPRY2"	"Spry2"
"CNBP"	"Cnbp"
"DDX5"	"Ddx5"
"ICAM1"	"Icam1"
"FIS1"	"Fis1"
"EEF1D"	"Eef1d"
"LITAF"	"Litaf"
"HNRNPAB"	"Hnrnpab"
"PSMB1"	"Psmb1"
"MAGOH"	"Magoh"
"HNRNPDL"	"Hnrnpdl"
"COX4I1"	"Cox4i1"
"ARGLU1"	"Arglu1"
"QRICH1"	"Qrich1"
"SKP1"	"Skp1a"
"BCAS2"	"Bcas2"
"FAM32A"	"Fam32a"
"COPB2"	"Copb2"
"MTDH"	"Mtdh"
"SELENOF"	"Selenof"
"WDR89"	"Wdr89"
"TIMM13"	"Timm13"
"PFN1"	"Pfn1"
"CREG1"	"Creg1"
"SEC61A1"	"Sec61a1"
"RER1"	"Rer1"
"RDX"	"Rdx"
"PGLS"	"Pgls"
"TUBA1C"	"Tuba1c"
"LLPH"	"Llph"
"PKIG"	"Pkig"
"DIAPH1"	"Diaph1"
"PDE4B"	"Pde4b"
"CYTH1"	"Cyth1"
"TMOD3"	"Tmod3"
"WDR26"	"Wdr26"
"PSMD8"	"Psmd8"
"NDUFS6"	"Ndufs6"
"CAPZA2"	"Capza2"
"ZFAND5"	"Zfand5"
"GRB2"	"Grb2"
"NCAPH2"	"Ncaph2"
"RANBP2"	"Ranbp2"
"HEXIM1"	"Hexim1"
"HEXA"	"Hexa"
"AC009690.1"	"Hexa"
